Review,Status
"
            Добрый вечер! Сегодня снова посетила ваш филиал! И снова - не айс! Работает одна касса! Три человека в очереди! Включается касса вторая! Уже лучше! НО! Перед моим носом появляется молодой человек! Я ему говорю, что ВЫ за мной! НЕЕЕТ! В этой кассе...                            читать
                    полностью
",0
"
            А что kfc такая нищая контора, что не может предоставлять маску? Вход в kfc! Противно даже заходить! Позор сети. Валите из России. Генеральный директор у тебя есть?                    ",0
"
            Добрый день. Жалоба! KFC в г. Красногорск, Ленина, 2. Сделали заказ через Деливери на ведро крыльев 30 штук. Привезли 20 шт. И это уже не однократно. Просьба принять меры! И мы не одни такие. Если почитать отзывы в интернете. Клиентов по этому адресу...                            читать
                    полностью
",0
"
            Вчера 15 апреля, совершил покупку в данном заведении. Придя домой обнаружил что курица протухшая просто ужас.                    ",0
"
            Заказала себе шеф такос, кассиру как будто наплевать, попросила с собой пакет не дала! Обслуживание ужасное!                    ",0
"
            Заказали купон 5050 спросили острый или нет, ответили что один острый другой оригинальный, как оказалось при оплате девушку забила два купона, при этом когда я начала говорить что происходит в ответ не услышала ничего. Работала всего одна касса, где...                            читать
                    полностью
",0
"
            Заказали на Багратионовской, в филионе картофель, сырные подушки, 2 лонгера, соусы и т. п. Очень долго ждали заказ, минут 15, очень спешили и только в метро обнаружили в пакете 2 лонгера и все! Ребята спят на ходу и не проверяют заказ! Не советую...                            читать
                    полностью
",0
"
            Заказал крылья 22 шт, все очень острые и солёные стали, рецепт изменили или нам такие дали.                    ",0
"
            Код ат74013313, 14-10, 30.12.19
В заказе на вынос вместо 6 стрипсов оказалось 5. Не положили соус. Попытался получить обратную связь на оф сайте. Прошёл опрос, заполнил форму но дальше форма не отправилась.                    ",0
"
            Не хочу излагать длинных текстов. Ваш официант Ирина 25. 12 - хабалка. Делайте выводы сами.                    ",0
"
            Заказав 5 за 250 напоили хлоркой вместо колы, попросил поменять и налили тоже самое, ужасно. Больше ни ногой туда.                    ",0
"
            Сегодня 14.11.19 около полудня хотел купить ведро крылышек. Отстояв дикую пробку подхожу к этой забегаловке а там по техническим причинам ресторан временно не работает спасибо за понимание. Пожалуйста. Нет понимания! Какие на технические причины??? С...                            читать
                    полностью
",0
"
            Очень огорчена «темным бургером», булка у него была очень обветренная или пережаренная, как сухарь, так же он был очень сухим, с экономили на соусе. Обидно, что это новинка и вроде бы ее должны делать на высшем уровне, а получается наоборот,...                            читать
                    полностью
",0
"
            Слушайте, ну когда я в 38 лет не могу купить пиво, мне кажется жто бред. Ваши кассиры ведут себя, как повелители мира при продаже, как и менеджеры. Матвеевская 2, сегодня мне не продали пива, и у меня на лице написано прекрасно, что мне далеко за 20!...                            читать
                    полностью
",0
"
            Раньше, еще год назад, с удовольствием посещали с детьми KFC, особо любили роллы. Но где-то с пол года в сети роллы стали настолько маленькими и овощей там просто невозможно найти! Неужели в компании все так плохо, что положить четверть помидора,...                            читать
                    полностью
",0
"
            25 10 19 в 18-35 встал в очередь в кассу ресторана для заказа. Прождав 12 минут попросил открыть еще одну кассу, к работающим только двум кассам. Администратор Эльвира на это ответила, что у нее нет больше кассиров. Я попросил ее самой оформить за...                            читать
                    полностью
",0
"
            Сегодня заказала 2 шефбургера Джуниор, один из них должен быть острым, второй нет. В итоге персонал взяв заказ, скопил очередь из покупателей. Очень долгое обслуживание! Мне пришлось отстоять в очереди за 2 мя шефбургерами около 15 минут, хотя до...                            читать
                    полностью
",0
"
            Добрый вечер. Проезжала мимо вашего ресторана и решила приобрести у вас наивкуснейшие стрипсы. Мне всё пробили и поприветствовали, всё КЛАССНО и было очень приятно за сервис. После оплаты не получила чек, отошла в дамскую комнату пока готовились...                            читать
                    полностью
",0
"
            Сделала заказ через терминал в зале. Ждала заказ дольше чем, люди заказавшие после, это раз. Два, несколько раз напоминала, но менеджер Юрий игнорировал, искал потерявший заказ!. В итоге, когда на стойку поставили мой заказ, даже не сообщили, пока я...                            читать
                    полностью
",0
"
            Заказали 2 ланч-баскета, один острый, другой нет, в итоге стрипсы и филе острые ужасно, обманывают клиентов, подсовывают им острейшие продукты. Мороженое как молоко, рожок невкусный. И не стоит таких денег. Персонал тормозит и медленно работает.                    ",0
"
            Какой раз приходим во время обеда в kfc и заказываем с собой. Заказы всегда делаем большие. Всё бы ничего, если бы каждый раз не приходим - нам вечно не докладывают крылья то ли по забывчивости своей, то ли специально (этого уже никто не знает)....                            читать
                    полностью
",0
"
            Добрый вечер, работаю в ТЦ Европарк, сегодня 07.07.2019 покупала шеф бургер, могу сказать, что качество очень очень ухудшилось, в твистере кладут одну стрипсу (покупаю периодически), в шеф бургер кладут не понятно что, ни о какой цельной грудке и...                            читать
                    полностью
",0
"
            Добрый день, сегодня были у Вас, и кассир неправильно оформил заказ. Номер чека: 00126. Рачабов Саид. Плохо владеет русским языком.                    ",0
"
            В Нарофоминске остановился, решил взять с собой поесть. Я всегда любил кфс, но когда я заказал там еду и попить, вместо 7up я благополучно получил минеральную воду. Я взял 2 стакана 0.4, если бы не чизбургер, который был очень вкусный, то я бы пошел...                            читать
                    полностью
",0
"
            Очень долго! Люди ждут заказов минут по 20! Нигде такого не видели!                    ",0
"
            Безобразное, хамское отношение к клиентам. 15 минут - Алина общалась со своими знакомыми. На мой вопрос: может, Вы займитесь работой?, последовала нецензурная брань. Мне сказали, что это ""Лучший сотрудник "". Прошу принять меры, к такому сотруднику.                    ",0
"
            Кассир - хам! Алина. 15 минут, единственный работающий кассир, общалась со своими знакомыми. Я терпеливо ждала, когда Алина все же обратит внимание на клиентов. На мое замечание, что, может быть, все же начнем работать, в мою сторону последовала...                            читать
                    полностью
",0
"
            Алина - хамское отношение к клиентам. На рабочем месте занимается личными разговорами со своими знакомыми. Ждала 15 минут, когда единственный работающий кассир начнет работать. На мое замечание последовала нецензурная брань.                    ",0
"
            ""Забыли"" положить сырный соус. Вряд ли запарка, раньше тоже замечал. Персонал - самая дешевая рабсила, которая прошла корпоративные курсы, которые тоже проводил похожий на них препод. Чек 272, смена 251. 11.01.2019.                    ",0
"
            Ужасное обслуживание, заказывали через приложение, мы специально звонили и узнавали приняли ли наш заказ, на что мы получили ответ, что уже в пути, ждали два часа заказ, решили позвонить уточнить где заказ, на что нам ответили, закажите завтра, ваш...                            читать
                    полностью
",0
"
            Добрый день. Временами беру баскет крылышек 25 в KFC, который расположен по адресу: Москва, улица Дубнинская, дом 30 и уже не первый раз замечаю, что мясо не то что недоконца прожаренное, а местами прям сырое. 
Но ладно, если бы это было один раз, а...                            читать
                    полностью
",0
"
            В который раз, приходя в кфс на Бульваре Рокоссовского, получаю некачественную еду. После просьбы переделать нетронутую, несвежую еду, спрашивают: ""В чем причина?"" Глаза протрите, пожалуйста, и посмотрите в чем причина.                    ",0
"
            Такое ощущение, что кормят свиней. 
Картошку не перебирают совсем.
Kfs ""МЕГА Химки"".                    ",0
"
            Сегодня пришла в заведение на площади Советская в 12:15 примерно. Пришла домой, и увидела ужасную подачу. В упаковке со стрипсами лежит шефбургер, пакетик от картошки валяется отдельно от самой картошки. Картошка разбросана по всему пакету. Да, вы...                            читать
                    полностью
",0
"
            Сегодня была с сыном в КФС, ужасно, сколько сюда ходим, первый раз обслужили отвратительно. Девушка приняла заказ, оплату взяли попросили 4 мин подождать, при этом я наблюдала, как сотрудник принимает второй заказ, при этом кофе мое стоит остывает,...                            читать
                    полностью
",0
"
            Сегодня купил кофе Латте, начал пить и ужаснулся. Вкус у него был плохой, как-будто не меняли фильтр месяц, а то и больше. В итоге кофе в помойку, испорченное настроение и пустая трата денег.                    ",0
"
            Доставка на дом, на 4 человек, не положили картофель в баскет дуэт. Бумага мокрая, все еле теплое, влажное. Больше заказывать не буду.                    ",0
"
            Сегодя вечером решила забежать в шикарный ресторан быстрого обслуживания KFS на станции метро Марьино в Москве. очень была расстроена качеством и внешним видом знаменитого бургера. ела его везде, видимо больше не буду. Сначала мне продали холодный...                            читать
                    полностью
",0
"
            Весь ужин испорчен, положили перец острый, у меня аллергия на него и кофе мочу налили вместо глясе. При обращении к сотруднику он сказал, что так и должно быть и не предпринял никаких мер! Это было 14.09.18 в 20-50.                    ",0
"
            Зашел сегодня с другом в кфс на Войковской. Заказал бургер картоху и сок апельсиновый. Ну пробил и т. д. читать заказ не стал на ""мое день добрый"" кивнул. При получении заказа совпал, только бургер. Пробил пепси, а картошку не положили. Позже просто...                            читать
                    полностью
",0
"
            Частенько заходим с детьми поесть в Калиту, только в этот раз зашли Вавилон. Заказали 25 крылышек, 1 трипси и фри, и 2 сырных соуса, оказалось что крылышки мягкие, как губки, на вопрос почему? Сказали что у них другой филиал, ну потом через спор...                            читать
                    полностью
",0
"
            17.08 в 16:50 сделал заказ по номеру купона 3792, при этом было много китайцев. Такое ощущение раз китайцы, то можно ляпы делать. Вот и получил такой ляп безвкусный не обжарен и без зелени бокмастер. Просьба к менеджерам говорить, чтоб русским людям...                            читать
                    полностью
",0
"
            Кормят отбросами - хамят и издеваются. Со скандалом вернула деньги. Наглый нерусский решил, что над русскими женщинами имеет право глумиться - х. р тебе)))                    ",0
"
            Посетила КФС по адресу: г. Балашиха, микрорайон 1 мая, дом 41, время в чеке 18:37.
В чеке указан кассир Рысмаматов Саматбек.
Но обслуживала девушка в бейджике, которой было указана имя Чолпон.
Обучайте свой персонал с людьми разговаривать.
Было...                            читать
                    полностью
",0
"
            Раньше было все вкусно, а сейчас мне забыли дать соус, плюс картошка фри не соленая, а вместо крылышек дали верхнюю часть, простите забыла название, и ни одного крылышка.                    ",0
"
            Отравился в KFC на Ярославское шоссе, 114. Покупал Боксмастер и стрипсы. Через четыре часа диарея, рвота, озноб. температура 38.3. Надеюсь выживу). Больше ничего не ел и по ощущениям понял, что было странное мясо в боксмастере, но уже проглотил и...                            читать
                    полностью
",0
"
            Готовят все заранее и еда получается холодной, картофель фри был черствым и холодным, отломала кусочек зуба!
Больше никогда не пойду в КФС (торговый центр Колумбус) и знакомым посоветую туда не ходить!                    ",0
"
            Очередной раз на кассе пытались обмануть. Таких нельзя даже допускать сортиры чистить. Набирают не пойми кого, лимиту иногороднюю.                    ",0
"
            В Красногорске МО в ТЦ Красный Кит 9 мая мы были втроём, двое брали хот-доги по 69 руб. Один взял только филе куриное. Через два часа после окончания трапезы примерно, у меня поднялась температура, и началась рвота (на следующий день вызвал врача на...                            читать
                    полностью
",0
"
            На сайте кфс и в самом кфс есть такое объявление, что если вам не понравился продукт, вы можете его поменять на такой же только исправленный и не нужно предъявлять чек. Я купила пати баскет, там картошка была очень пережаренная и с какой-то зеленой...                            читать
                    полностью
",0
"
            Добрый вечер! Я большой любитель фастфуда KFC. После рабочего дня, решил заказать еду на дом. Позвонил в службу доставки KFC. Сначала мне было обещано, что курьер приедет к 21:00, потом мне позвонила сотрудница и объяснила, что на то время, ресторан...                            читать
                    полностью
",0
"
            Сегодня, 21.04, приехав из Москвы в пятничный, пробочный день, вернее ночь, т. к. было уже 00.15., в свой родной Воскресенск ( всю дорогу мечтала о еде и надеялась купить в KFC чего-нибудь вкусного). Была просто послана молодым человеком в окне...                            читать
                    полностью
",0
"
            По коду 3067 заказал боксмастер острый и картошку с собой. Через минуту пытались в мой пакет положить обычный бокс мастер, но хорошо переспросили. На вопрос острый ""Острый?"" ответил ""Да"" и девушка за кассой удалилась к стеллажам с едой. Затем...                            читать
                    полностью
",0
"
            Думаю, был мой последний заказ в данной конторе.
Сделали заказ на доставку где-то в 20:10. 
За пару минут до окончания срока доставки позвонила радостная девушка и сообщила, что они так и не передали заказ на доставку и предложила подождать еще до...                            читать
                    полностью
",0
"
            Плохое обслуживание клиентов, у продавцов нет памяти, взяли 2 ЛанчБокса по двести рублей за каждый, в котором идёт кекс шоколадно-апельсиновый, но это только на картинках и чеке, а на самом деле чебурек с вишней со спичечный коробок. Спросили:...                            читать
                    полностью
",0
"
            БЫЛ В ШОКЕ ОТ ПРОДАВЦОВ на Алексеевской, проезжал мимо на такси, решил быстро забежать взять ведро крыльев и ехать дальше. Но я так только думал, после оформления заказа, пока ждал когда выдадут заказ, вспомнил, что есть акция при покупке 25 крыльев...                            читать
                    полностью
",0
"
            Сегодня с картошкой по деревенски прокатили. Брал с собой и не проверил за ними.                    ",0
"
            Заказали доставку в КФС в Люберцах. Заказ id 25033, это просто ужас, прождали больше двух часов, на номер горячей линии дозвонились с 3 попытки, сами не соизволили позвонить и сказать, что курьер задерживается или еще что. Курьер: ООО ""принесу. ру""....                            читать
                    полностью
",0
"
            Ужасная атмосфера.

Постоянно тусуется много молодежи, занимают много места с диванами, ничего не покупают, но кричат и бегают по ресторану. Вчера 15 дек. был испорчен ужин. Двое пробегали мимо, сбросили с моего столика еду и наступили на сумку....                            читать
                    полностью
",0
"
            Не советую туда идти кому-то работать, коллектив оставляет желать лучшего, мимо проходите в общем.
Королев, Калининградская, 11.                    ",0
"
            Добрый день! 
Хотелось поделиться сложившимся мнением о ресторане КFC, который находится недалеко от моей работы на Новом Арбате. 
Ресторан сам по себе очень хороший, сотрудники приветливые, постоянно улыбаются и шутят.))) Даже скажу больше,...                            читать
                    полностью
",0
"
            17 ноября 2017 г. посетили с ребёнком ваш ресторан в СПб на Шереметьевской, 11. При заказе, для ребёнка выдали фирменный нагрудник. Внучка (1,7 года) была очень довольна. Через 10 минут, мы увидели, что у девочки лицо и руки в черных точках, это...                            читать
                    полностью
",0
"
            После работы захожу перекусить. На входе стоит бомж и просит деньги. Уже взял заказ, смотрю где сесть. Там в одной части зала сидит 2-3 бомжа, естественно с этой половины народ перебежал на другую. Никто им ничего не говорит. У вас в kfc, раньше был...                            читать
                    полностью
",0
"
            Ребята! Это уже не смешно, это система! Позавчера (25.10.2017 г.) делал аналогичный заказ через авто терминал: баскет на 16 крылышек не доложили 4! крыла. Сегодня (27.10.2017 г. время 16:16) тот же заказ не хватает 2! крыла. Научитесь считать,...                            читать
                    полностью
",0
"
            Сегодня 25.10.2017 в 22:01 в г. Королев, ул. Калининградская, д. 11 приобрели баскет с 16 крыльями, по факту не досчитались 4 крыльев! 4-х товарищи это уже полный атас! Номер чека 300, номер смены 188. 
Чтоб вы так зарплату получали!                    ",0
"
            А это нормально, что дети 10-12 лет приходят за большой стол и пьют алкоголь из местных стаканчиков. Что, невидно было?                    ",0
"
            Сколько раз не приезжал в ваше KFC по выходным, у кассы много посетителей, а кассир всегда один. Приходится уезжать, кому хочется стоять в очереди по 30 минут и даже больше.                    ",0
"
            Добрый вечер, сегодня 2.09.17 была в КФС в ТЦ Европейский, так как очень люблю вашу еду. Моему возмущению нет предела, девушка на кассе общается грубо, зовут кассира Бегимбай (азиатская внешность). Забыли положить картошку фри, мы подошли за своей...                            читать
                    полностью
",0
"
            20 августа днем зашла в кафе, что в ТЦ ""Европейский"". Народу было немного - примерно по 2 человека перед каждой кассой. Заказала i-Twister и мохито, чтобы пообедать в зале. Девушка-кассир с азиатской внешностью не выдала мне поднос, при этом она даже...                            читать
                    полностью
",0
"
            Хожу каждый день. Беру на вынос. Никогда не предлагают пакет с ручками. Кофе без подставки ставят в бумажный пакет. Не всегда кладут чек. Обслуживают не по очереди. Если у кассы мужчина и женщина -  мужчина в приоритете. Начинаешь возмущаться -...                            читать
                    полностью
",0
"
            30 июля 12.00 мы с дочкой решили пообедать в ресторане kfc, который находится по адресу: г. Серпухов, Московское шоссе, 55. У кассы стояла очередь всего из 3 человек. Мы решили, что раз народу мало. То и обслужат быстро. Не тут-то было. Мало того,...                            читать
                    полностью
",0
"
            30 июля 12.00. Чек без номера. Очередь из 3 человек обслуживает одна единственная касса он очень медленно. Заказы путают, ждать долго. В конце концов подали все холодное, соус перепутали. Женщина, которая стояла впереди нас в очереди и вовсе не...                            читать
                    полностью
",0
"
            Я вчера купил еду и мне не положили соус, а деньги взяли.                    ",0
"
            Заказал гамбургер в KFC, в нём попался инородный предмет, похоже крышка от соуса, отколол зуб и обратился директору KFC. Тот предложил мне просто обед и сказал, ничем помочь не может.                    ",0
"
            Был заказ на две порции байтсы терьяки байтсы были холодные, две картошки, малые не соленые. Соль насыпали из дозатора в пакетик. Кассир и менеджер были крайне не приветливы.                    ",0
"
            Заказал крылья и пару бургеров. С женой поели и отравились. Заказывал 24.07.2017, доставили приблизительно 20:00-20:30.                    ",0
"
            Преамбула: Я в еде не привереда, желудок здоровый и фаст-фудом не пренебрегаю, в отличие от мужа. А теперь Амбула: В KFC захожу очень редко. Сегодня, 24.07.2017 г., примерно в 17.45 (если это важно) целенаправленно зашла (Москва, Пролетарский...                            читать
                    полностью
",0
"
            21 числа в 15:34 я пришла в кфс и заказала один шевбургер, коробку удачи, крылышки и колу 0,5. Всё было очень вкусно:).                    ",0
"
            20/07/17 около 19-30 пришли поужинать, после того, как я сделала заказ и оплатила его, заметила на рекламном мониторе на кассе, что при покупке 2-х соусов - третий идет в подарок. Уточнила у кассира (есть чек и можно найти, как ее зовут при желании)...                            читать
                    полностью
",0
"
            Мы постоянные клиенты КФС! И решили мы зайти пообедать на ст. м. Новогиреево. 1. УЖАСНАЯ курица! Холодная и не вкусная и что самое главное, не свежая! 2. Мы обнаружили, что нам дали на 2-х одну влажную салфетку! Продавщица, спустя 5 мин, все таки...                            читать
                    полностью
",0
"
            Доброго времени суток. Очень часто бываю именно у вас, так как именно у вас очень вкусно готовят). При этом всем сегодня была очень удивлена отношением вашего сотрудника. Отправила ребенка за доп. покупкой, он очень долго за кем-то простоял, перед...                            читать
                    полностью
",0
"
            Мне нагрубила кассирша. Любопытства ради решила посмотреть книгу жалоб. Мало того, что там писать некуда. Так там еще и ругательства на последней странице. Менеджер заведения ковыряется в носу на работе походу за деньги ))                    ",0
"
            Менеджер Аида даже не вышла, когда ее позвали. Микаиль вообще разговаривать не умеет. Народу куча, а кассы только 2.                    ",0
"
            Добрый вечер, отправил ребёнка к ним в ресторан, как они себя кличат, заказ приняли, сумму взяли чек и товар отдали, но, одно но, вскрыли упаковку дома, начали делить на всех и оказалось, что, за место 25 штук крылышек, оказалось 16. Вопрос кассиру...                            читать
                    полностью
",0
"
            Сегодня пришла в KFC Павелецкая. Взяла обед на себя и коллег. 
Удивило отношения сотрудника: ни приятного аппетита, ни добрый день, ни всего доброго, приходите к нам еще! А больше поразила то, что когда пришли в офис, не оказалась салфеток влажных и...                            читать
                    полностью
",0
"
            Добрый вечер. Очень неприятно, когда успеваешь добежать до КФС на ВДНХ за 7 минут до закрытия и увидеть таблицу с часами работы от 7 до 0. При этом сотрудники сообщают, что закрыто! Пишите реальное время!                    ",0
"
            Всегда все заканчивается, руководство этого КФС не справляется со своей задачей, каждый раз все у них заканчивается, не знаю как они работают! А персонал отличный, кассиры всегда улыбаются. В общем, есть недостатки!                    ",0
"
            Когда бы не пришел всегда ничего нет! Оборудование не работает. Все не готово. Персонал праздно шатается.                    ",0
"
            Пришёл сделать заказ по купону, сказали, что купонов этих нет, дали листик с каким-то меню, которое не устраивало вообще. После этого подошёл человек сделать такой же заказ, и для него этот купон был, сказали типа, он по карточке. С каких это пор...                            читать
                    полностью
",0
"
            Очень холодная еда, пепси разбавлена водой и не сладкая, картошка не солёная и холодная кассир нагрубил при обслуживании!                    ",0
"
            Ресторан KFC на по культуры в торговом комплексе Парк-хауз. Отвратительное обслуживание, куча работников, работает только одна касса, толпа людей. Ждала свой капучино 10 минут, ушла так и не дождавшись.                    ",0
