Review,Status
"
            Плохая организация обслуживания в кафе на Покровке. Часть заказа принесли быстро, а напитки вообще не принесли (хотя это кофейня. А чай вообще в чем проблема сделать?). Ни чая, ни кофе за почти час так и не дождались. Объяснили это тем, что слишком...                            читать
                    полностью
",0
"
            Г. Москва, Комсомольский проспект, д. 28 мдм 24.04.2017 в 17.00. Ужасное обслуживание! Сначала ждал минут 15 официанта, а когда наконец-то меня заметили и подошли, я заказал чашечку экспрессо, но через 10 минут, вместо ожидаемого кофе, почему-то...                            читать
                    полностью
",0
"
            Мне очень нравится сеть кофеен Шоколадница, всегда можно выбрать еду на свой вкус и никогда не разочаровывалась в качестве. Особенно нравится кофе капучино. Однако, 16 апреля 2017 посетила в утренние часы шоколадницу на Кожевнической улице недалёко...                            читать
                    полностью
",0
"
            Готовят вкусно, не спорю. Но зачем нужно использовать столько вредных консервантов?! Для меня было открытием, что в не самом дешёвом заведении почти все соусы покупные и содержат в себе множество вреднейших добавок! Судите сами:
1) Соус...                            читать
                    полностью
",0
"
            Первый раз имею честь написать негативный отзыв о работниках данного заведения. 
Пришла в кафе с двумя детьми и сестрой. Заказали маффины детям, чизкейки себе и молочные коктейли. Вроде все шло ничего, пока не пришло время для расплаты. К моему...                            читать
                    полностью
",0
"
            27.02.2017 г. в 13:50 посетила кофейню ""Шоколадница"" в ТРЦ ""Июнь"" в городе Мытищи. Кафе этой сети знаю давно и всегда хожу туда с удовольствием. Но в последнее время именно в этой точке стал катастрофически ухудшаться сервис. В вышеуказанный день я...                            читать
                    полностью
",0
"
            Я бывала в разных кафе ""Шоколадница"". Но эта на улице Тверской в Москве запомнилась мне надолго. Я решила купить латте с собой. Объяснила продавцу, что я хочу 2 раза. Он пытался мне продать кучу разных продуктов. Потом другой сотрудник стал делать...                            читать
                    полностью
",0
"
            Добрый день, в воскресенье посетили заведение на улице Б. Дмитровка, если коротко, то кофе ужасного качества, не доливают ( (, на нижнем этаже отвратительно пахнет канализацией. И это заведение находится практически в центре Москвы. Делайте выводы и...                            читать
                    полностью
",0
"
            Сегодня покупала латте банановая карамель, стандартный размер на вынос. Оплатила с учётом указанного в меню объёма 270 мл, мне дали стаканчик 0,2. Поняла это уже когда вышла из кафе. Будьте внимательны!)                    ",0
"
            Довольно часто прихожу на завтрак в эту шоколадницу. 
Обслуживание отвратительное! Сначала ты ждёшь пока тебе принесут меню, потом заказ, про расчёт я вообще молчу. 
Минут 40 ждала когда ко мне соизволит хоть кто-то подойти 27.12.2016, время было...                            читать
                    полностью
",0
"
            В кофейне шоколадница в ТЦ Атриум, второй этаж, отвратительное обслуживание. Обслуживала официант Парахина Анастасия 10.12.2016 в 17:53, номер чека 356247. Рассчитывали 40 минут. Сначала принесли счет, где сдачи было намного меньше, чем полагалось....                            читать
                    полностью
",0
"
            Стаканы дают большие, а кофе в них меньше половины, хотя за большой размер и платится больше. Получается, что люди платят просто за бумажный стакан.                    ",0
"
            Ходили сегодня с подругами в одну из кофеен на Тульской. 
Кофе хоть и очень вкусный, но уж почти 300 рублей за 0,3 - это многовато. Подруги обе заказали по тёплому салату с говядиной. У одной салат, как и полагается, был тёплым, у другой - нет. Что...                            читать
                    полностью
",0
"
            Ужинали втроём с ребёнком. Заказали блинчики с ветчиной и сыром, которые были холодные. На вопрос почему холодные, официантка ответила, что это специальная технология, чтобы сыр не таял. Далее макароны с ветчиной - макароны были недоваренные. Липли...                            читать
                    полностью
",0
"
            Недавно были в Шоколаднице на профсоюзной. Это просто ужас, нас не обслуживали, пока мы не подошли и не потребовали, чтобы к нам подошёл официант. Еду несли очень долго, мне принесли холодный кофе в грязной кружке, также я заказала лапшу по-азиатски...                            читать
                    полностью
",0
"
            Не понравилось обслуживание молодой официантки с Украины (кафе на Арбате). Возможно у нее что-то со слухом плохо, по сто раз переспрашивает, что принести. Чаевые ей не оставили, так у нее сопли из ушей текут. Кристина Самура, безобразное...                            читать
                    полностью
",0
"
            Нужно сказать, отличный кофе в Шоколаднице, постоянно беру с собой. Но, опять же, вкус зависит от того, кто из барменов делает кофе. Одни - вот прям идеально! Другие - или молоко перегреют, или совсем холодный кофе. Последние две попытки поесть в...                            читать
                    полностью
",0
"
            Меню ланчей в Шоколаднице не обновляется вовремя! Суп дня поменялся на окрошку 1 июля, на сайте и в меню кофейни, которую я посетила, об этом ни слова. Если бы я была в курсе, то не пришла, так как я не ем окрошки и грибные супы-пюре. Спасибо вам за...                            читать
                    полностью
",0
"
            Зашли вечером 27.06.2016 г. в ""Шоколадницу"" с детьми, у сына был День рождения. Заказ приняли, но потом оказалось, то одного блюда из заказа нет, то второго нет (Вместо лапши по-азиатски с овощами гриль, предложили обычные макароны с овощами). Народу...                            читать
                    полностью
",0
"
            Официанты сонные, как мухи, хотя людей мало! Ждали пол часа, пока уберут грязную посуду, туалет просто ужас! Элементарно - нет о освежителя!                    ",0
"
            Были семьей в кофейне аэропорта Краснодара. Зашли в кофейню на площади аэровокзала и ужаснулись. В кофейне было очень жарко, кондиционеры стоят, но не работают. Парень официант ходил по залу весь мокрый от такой жары. Куда смотрит дирекция, так как...                            читать
                    полностью
",0
"
            Некогда наше самое любимое местечко в городе в последнее посещение очень разочаровало. Все заказанное показалось каким-то не таким, как раньше, не вкусным и холодным. Зачем разделять в меню напитки на горячие и холодные, если латте принесли едва...                            читать
                    полностью
",0
"
            Только, что купили кофе с собой, ребята, что у Вас с латте??? Более отвратительного кофе мы не пили, это ужас, пережженный кофе его пить не возможно, горький, очень горький, Мега горячий, просто фу, я раньше брала у Вас кофе всегда, все было хорошо,...                            читать
                    полностью
",0
"
            Не ожидала такого отношения от кафе, которое посещали много лет. Заказ принесли быстро, в двух залах почти никого не было. Счёт принесли также быстро, сдачу задержали. При просмотре обнаружилась недостача в 1000р. Ждали, официанта ок, 5 минут. Те...                            читать
                    полностью
",0
"
            Кофе эспрессо 60 мл за 159 руб. По вкусу заварен из кофе, который уже один раз использовали, т. е. из спитого. Все остальное нормально. Официантка вежливая, заказ ждать не пришлось. Но кофе я люблю свежезаваренный!                    ",0
"
            Меню ""Питаем чувства"" приносят ради смеха!

Г. Мытищи, ул. Шоссейная, д. 117. В этом кафе, из меню ""Питаем чувства"" имеется в наличии, одно блюдо, да и то не всегда. Из основного меню, тоже многого нет. Так зачем морочить голову посетителям? Зачем,...                            читать
                    полностью
",0
"
            Отзыв будет про сеть кофеен в целом (мы их напосещались в рамках и вне рамок акции по всей Москве немеряно).

Итак, я с двумя детьми, активно участвовали в акции Angry Birds — два месяца собирали наклейки, очень ждали приглашения на праздник и дети...                            читать
                    полностью
",0
"
            Являюсь постоянным посетителем, поскольку одна из кофеен находится рядом с работой, поэтому вроде бы как привыкла и захожу и в другие кафе этой сети. Последние два года сервис скатился на более, чем никак. В обычной столовой и то люди приветливее. На...                            читать
                    полностью
",0
"
            Каширское шоссе, дом 26.
Встретили как и во всех кафе (все хорошо). Принятие заказа (тоже все ОК). А вот вопрос: ""Почему у вас WiFi не работает?"" - был дан ответ - ""Я не знаю, да и вообще, мы не интернет-кафе, когда работает, когда не работает""....                            читать
                    полностью
",0
"
            Отравилась в шоколаднице на ВВЦ, до этого была такая же история на 1905 года. Вот зарекалась не ходить, но были в москвариуме, и так проголодались. Второй раз на те же грабли! Заказывала как обычно ролл Филадельфия, пирожное и блинчики с малиной!...                            читать
                    полностью
",0
"
            Уже много лет по поводу и без ходим с друзьями в Шоколадницу. Не могу сказать, что там отлично готовят, но всегда радовала атмосфера, сырники и сладости! И вот буквально на днях, забежав на бизнес-ланч в Шоколадницу на Алексеевской, я обнаружила в...                            читать
                    полностью
",0
"
            Отравилась у них роллом, при чем второй раз. Первый думала, что не из-за него, но совпадений не бывает! Снова мучаюсь от их не качественной пищи. Отвратительно! Следите за свежестью своих продуктов,) иначе к вам никто ходить не будет! Отношение к...                            читать
                    полностью
",0
"
            С утра ничего не ел, решил заехать в Шоколадницу в Реутово парк, съел чизкейк Нью-Йорк и кофе, через час началась диарея, все планы на день насмарку. На следующий день тоже тошнит. Жена еще заметила, мол, что на тебя официантка все смотрит. Теперь...                            читать
                    полностью
",0
"
            Шоколадница, площадь Таганская, 86/1. Посещение 27.08.15. Пришли в кафе со знакомой примерно в 17:00. 
Колхоз полный! Официантка СОФИЯ пережевывала еду и откровенно причмокивала, принимая заказ. Заказала я ролл филадельфия, торт Прага и какао...                            читать
                    полностью
",0
"
            Были с мамой во вторник, 16.06.2015 г. зашли на летнюю веранду! Никого не было из посетителей, и девочки официанты громко включили телевизор, смотрели ТНТ! Мы зашли с 5 мес. ребенком и сами они не убавили звук! Я попросила сделать потише, убавили! Мы...                            читать
                    полностью
",0
"
            Выбор еды очень скудный, порции маленькие, цены завышены.
Заказала рыбные тефтельки и пюре, пюре принесли буквально плевок, как две столовые ложки. В любой столовке порция больше и дешевле.                    ",0
"
            Были утром 9 мая. Меню на кофе разнообразно весьма, но мне кофе особо не рекомендовано, поэтому покушать, конечно, меню бедновато ( ( ( ( ( ( В подсобке блондинка орала матом на ""б."". Обслуживание ничего особого, при не очень низких ценах. 2500 за...                            читать
                    полностью
",0
"
            Ну это уже система. Сижу в кафе прямо сейчас. У официантов лица, как будто они сейчас скончаются или, что скорей всего, вам никто здесь не рад. Блинчики с мясом, с сыром и ветчиной несут уже 30 минут. Реально хочется встать и уйти. Срочно поменяйте...                            читать
                    полностью
",0
"
            Вот уже восьмой час 3.6-летнего ребёнка рвёт после эклера из Шоколадницы. Сам там дважды травился. Один раз - целую ночь с унитаза не слезал и температура 40, второй раз отделался легко - всего ночь поноса без температуры.
Думал, угощу дочь...                            читать
                    полностью
",0
"
            Я давний поклонник сети Шоколадница, с тех самых пор как работали с этой сетью в совместном проекте с 2006 по 2009 г., Шоколадница была партнером Букбери на Кутузовском пр. и Никитском б-ре. Много лет из всех возможных мест на предмет перекусить или...                            читать
                    полностью
",0
"
            Устроился на работу на Кропоткинском, у метро который, честно сказать был удивлен. Факты: продают просроченную продукцию, которая лежит в коробках неделями, протухшие креветки добавляют в Цезарь, вместо 100% арабики у них кофе черная карта, а молоко...                            читать
                    полностью
",0
"
            Повара в этом заведении работают из стран ближнего зарубежья.
Не факт, что с мед. книжками все в порядке (не понаслышке знаю, что люди работают даже не имея ее). Много, что закупается в местном глобусе, Пятерочке и Дикси.
В основном, полуфабрикаты,...                            читать
                    полностью
",0
"
            Шок! Мега, Химки! Жесть! Пришел в кино, заодно и Масленицу проводить, поесть блинов, попить кофе.
А не тут-то было! На входе поздоровался молодой человек! Сел за столик у катка и.. всё! Вообще ноль эмоций! 25 мин! Никто не подошел! Ни меню, ни заказ...                            читать
                    полностью
",0
"
            Зашла пообедать в кофейню. Атмосфера не очень: маленькое помещение, столики стоят прям по середине, что для отдыха не совсем удобно. Меню подали через 5 минут причем официанты стояли и общались между собой, не замечая гостей. Обслужили потом быстро,...                            читать
                    полностью
",0
"
            В кафе на Красносельской вечером зашли с подругой выпить кофе! Повесила шубу на вешалку рядом со столиком, т. к. гардероба нет! Уходить - шубы нет! Вызвали отряд милиции! Они не приехали! Камер видеонаблюдения нет! Охраны нет! Гардероба нет!...                            читать
                    полностью
",0
"
            Просто отвратительно. Никогда не пойду больше и никому не советую. Как-то раз пошли посидеть туда с подругой. Сели мы за столик, который практически рядом с баром. Сидели, сидели, ждали, ждали. Просидели минут 40, каждый раз подзывая официантов...                            читать
                    полностью
",0
"
            На 20 января заказала торт, примерно дня за 4. Пришла в кафе, а мне говорят, у нас заказ не выполнен, сожалеем. Зачем мне ваше сожаление, куда я его дену. Ужасное кафе, не выполняют заказы в срок! Не дорожат своими клиентами и обслуживание отстойное....                            читать
                    полностью
",0
"
            Заказала доставку блюд в 2 часа дня сегодня (16.01.15), сейчас седьмой час уже, ни ответа ни привета. И даже не связались, чтобы уточнить, отменить и т. д. Заказ номер 14996, на 870 руб.                    ",0
"
            В общем ничем особенно не отличается от остальных. Только в этой постоянно много народу. Потому как куда же ещё пойти оголодавшим и уставшим туристам, как не в демократичную и каждому понятную шоколадницу.                    ",0
"
            Несколько раз была в данном заведении. Коктейли мешают в неверных пропорциях - даже кофейные. Соки свежевыжитые недоливают. Торты просроченные или жесткие, давали 2 раза, а когда указала, что засохшие, официанты и администратор отказываются менять!                    ",0
"
            Разогретые замороженные блины, минимум начинки, невкусный кофе. Цены высокие. Много студентов. Не рекомендую.                    ",0
"
            К сожалению, ждать заказ приходится достаточно долго, да и средний чек не из дешевых, так скажем.                    ",0
"
            Не знаю, почему уж так популярно это заведение у молодежи, я ничего особенного в нем не нашла. Десерты дорогие, фрукты иногда кладут не свежие, кофе мне тоже не понравился, заказывала с коньком, так там по-моему было больше коньяка, чем кофе, было...                            читать
                    полностью
",0
"
            В настоящее время довольно много появилось кофеен и подобных заведений. Несомненно выбор пирожных и тортов для сладкоежек приманивает их в это место. Но есть, на мой взгляд, минус. Нет той изюминки, которая заставила бы меня придти туда еще раз.                    ",0
"
            Да, обслуживание не кошмар, но близко к этому. Много из меню просто нет, а когда это есть, его ждешь столько и думаешь лучше бы его не было. Но есть и плюсы, если просто кофе попить, то нормально и кофе нормальное. Думаю, что у них все наладится.                    ",0
"
            Обслуживание ужасное. Официанты передвигаются со скоростью раненной черепахи. Место мало. Цены для такого сервиса и заведения завышены. В последний раз заказала то ли текилу, короче мне мой напиток несли минут 20. Куда это годится?                    ",0
"
            Если честно, Шоколадница вообще не вызывает у меня эмоции. Хотя была там неоднократно. Порции маленькие, цены завышены, интерьер неуютный. Десерты мне у них не очень понравились, а вот кофе неплохой. Но тоже не самый лучший.                    ",0
"
            Хорошее обслуживание, приемлемые цены. Правда вот размер помещения очень маленький, все друг на друга смотрят. Не очень приятно. И не пойдешь большой кампанией. 4-5 человек это, наверное, максимум.                    ",0
"
            Обслуживание очень медленное. Выпечка и прочие блюда далеко не все заслуживают внимания.                    ",0
"
            На днях посещала ""Шоколадницу"". Мне нравится зайти и выпить чашку экспрессо с тирамиссу. Решила заказать дочкам чизкейк на день рождения. Была очень разочарована. Стоимость вместо обещанной стоимость в 930 руб. была 1250. Он был очень маленький. И...                            читать
                    полностью
",0
"
            В этой Шоколаднице работает одна девушка поваром уже давно. Однажды она рассказала о случае, который произошел в их работе. Один клиент отказался от кофе, которое приготовлено не очень хорошо. И требовал заново сделать капучино. Бармен, перед тем...                            читать
                    полностью
",0
"
            Заезжал по работе перекусить, как по мне, рестораном это трудно назвать), чисто забегаловка не более. Чистота не айс, обслуживание очень плохое (грубят), еда холодная хотя заказывал горячее, цена не соответствует качеству.                    ",0
"
            Первое, что бросилось в глаза, это цены. Лично для меня студента слишком дорого. Если закрыть глаза на эту деталь, то все вполне прилично. Хорошая обстановка, персонал обслуживал быстро, приобретенное мной мороженное тоже было очень вкусным.                    ",0
